Impacto,Circuito,Servicio,Motivo,Solicita,Número de instalación,Municipio,Dirección,Nombre del responsable,Fecha y hora esperada,Inicio,Fin,Horas,Estado,Fecha de registro,Explicación,Barrio,Nombre del contratista ,Tipo de aviso
Alto,Abreo,Agua,Programado,Unidad Operación Mantenimiento Provisión Aguas,2082,Rionegro,"Desde CL 51 hasta CL 60 entre CR 57 y CR 60, De CL 50 hasta CL 52 entre CR 60 A hasta CR 64, Desde página 190616100402073000 hasta página 190615100352178000",Julio César Rúa Arango,04/24/2020 03:00:00 AM,04/23/2020 07:00:00 PM,04/24/2020 01:00:00 AM,6,ABIERTA,04/23/2020 12:00:00 AM,"Instalaciones afectadas: 2082 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: Desde CL 51 hasta CL 60 entre CR 57 y CR 60, De CL 50 hasta CL 52 entre CR 60 A hasta CR 64, Desde página 190616100402073000 hasta página 190615100352178000 | Responsable: Ana Teresa Rico Guerra - 3004702973 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Abreo | Observaciones: Se taponarán dos tramos de red de 110 mm, se empalmará red de 200 mm IPID 9908507. Ejecutor: Contratista: Recurso propio UOMPA. Líder: Andrés Norman Henao, celular: 3007949934(G.C:0).","La Inmaculada, Alejandría, Fontibón, Alto Bonito, Altos de la Represa, Abreito, Manzanillos, Vereda Potero Chico, Barro Blanco, Villa Sofía, Falda del Palo, Abreo por la cancha, Abreo entrando x escuela, Caballo Bayo salida a Abreito, Abreito x la FAC, Abreito acción comunal, Abreito Rancho Alegre, Abreo inicio primer riel, Abreo rieles del medio, Abreo callejones, Abreo sector los tanques",Recurso propio UOMPA.,Plan Medios
Bajo,Gerona,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,1255,Medellín,De CL38B hasta CL40A entre CR30A y CR 34,Julio César Rúa Arango,03/26/2020 12:00:00 AM,03/25/2020 08:00:00 PM,03/26/2020 12:00:00 AM,4,ABIERTA,03/18/2020 12:00:00 AM,"Instalaciones afectadas: 1255 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL38B hasta CL40A entre CR30A y CR 34 | Responsable: Uver Ney Chica Fernández -  380 75 76 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Gerona | Observaciones: Empalmes en red de 4” con IPID 2654559-4697926. Ejecutor: Contratista: REDYCO S.A.S. Auxiliar: Orlando Agudelo, celular: 3004636521(G.C:0).","EL SALVADOR, GERONA, LA MILAGROSA, LORETO",REDYCO S.A.S.,IVR
Bajo,Bello,Agua,Modernización,"Dirección Proyectos Agua, Saneamiento, Gas y locativos",1321,Bello,De CR49A hasta CR65 entre CL63B y CL 65,Yaneth Moreno Vélez,03/27/2020 05:00:00 AM,03/26/2020 08:00:00 PM,03/27/2020 05:00:00 AM,9,ABIERTA,03/20/2020 12:00:00 AM,"Instalaciones afectadas: 1321 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CR49A hasta CR65 entre CL63B y CL 65 | Responsable: Diana Marcela Gonzalez Arroyave - 380 37 77 - Dirección Proyectos Agua, Saneamiento, Gas y locativos 2 | Solicitud HIDRO: N.A | Circuito: Bello | Observaciones: Empalmes la red en tuberia PEAD de 200 mm, en la CL 63B  entre la CR 50 y 54 + CL 63B entre CR 54 Y 54A + CL 63B entre CR 54A y 54B + CL 63B entre CR 54B y 54C, y sacar de servicio la red existente de 200 mm en AC, cuyos ipid son 2026880, 2026834, 2026287, 2026274, 20226263. Ejecutor: contratista: UT Mejia Acevedo y S&E.  Auxiliar: Fernando Alonso Duque Lopera, Celular: 300675942. (G.C: 0).","Mirador, La Selva, La Aldea",UT Mejia Acevedo y S&E.,IVR
Alto,La Cascada,Agua,Mantenimiento,Unidad Operación Mantenimiento Provisión Aguas,6000,Medellín,De CL 46 hasta CL 47A entre CR 2AB y CR 3C; De CL 47A hasta CL 49A entre CR 3 ESTE y CR 4; De CL 51B hasta CL 53B entre CR 2 y CR 3A; De CL 53B hasta CL 56A entre CR 10 ESTE y CR 9,Jorge Humberto Marin Posada,04/29/2020 04:00:00 AM,04/28/2020 02:00:00 PM,04/29/2020 04:00:00 AM,14,ABIERTA,04/21/2020 12:00:00 AM,"Instalaciones afectadas: 6000 | Motivo: Empalme de conducción | Rango Aproximado: De CL 46 hasta CL 47A entre CR 2AB y CR 3C; De CL 47A hasta CL 49A entre CR 3 ESTE y CR 4; De CL 51B hasta CL 53B entre CR 2 y CR 3A; De CL 53B hasta CL 56A entre CR 10 ESTE y CR 9 | Responsable: John Jairo Osorio Jiménez - 380 73 17 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: La Cascada | Observaciones: Empalmes tubería de aducción Bocatoma-Planta La Cascada. Ejecutor: Contratista: INGEOMEGA. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",BARRIOS DE JESUS;OCHO DE MARZO (STA. ELENA);JUAN PABLO II;SAN ANTONIO (STA. ELENA);VILLA TURBAY (STA. ELENA);VILLATINA;LA SIERRA (STA. ELENA);VILLA LILLIAM;SANTA LUCIA LAS ESTANCIAS;LAS ESTANCIAS,INGEOMEGA.,IVR + Plan medios
Bajo,Naranjitos,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,1716,Medellín,De CL 45B SUR hasta CL 44 SUR entre CR 83 y CR 87; De CR 84 entre CL 41A SUR y CL 42A SUR; De CR 85 hasta CR 88 entre CL 41A SUR y CL 38 SUR,Jorge Humberto Marin Posada,05/05/2020 1:00,05/04/2020 21:00,05/05/2020 1:00,4,ABIERTA,04/30/2020 12:00:00 AM,"Instalaciones afectadas: 1516 | Motivo: Lavado de tanque | Rango Aproximado: De CL 45B SUR hasta CL 44 SUR entre CR 83 y CR 87; De CR 84 entre CL 41A SUR y CL 42A SUR; De CR 85 hasta CR 88 entre CL 41A SUR y CL 38 SUR  | Responsable: John Jairo Osorio Jiménez - 380 73 17 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Naranjitos | Observaciones: Lavado del tanque Naranjitos. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",NARANJITOS,Ingeniería Total Ltda.,IVR
Bajo,Los Parras,Agua,Mantenimiento,Unidad Operación Mantenimiento Provisión Aguas,515,Medellín,De CR80 hasta CR83 AC entre CL94 AD y CL 96 B,Jorge Andrés Lora Hoyos,08/19/2020 05:00:00 PM,08/19/2020 02:00:00 PM,08/19/2020 05:00:00 PM,3,ABIERTA,08/10/2020 0:00,"Instalaciones afectadas: 515 | Motivo: Preaislada | Rango Aproximado: De CR80 hasta CR83 AC entre CL94 AD y CL 96 B | Responsable: Riqueymer Omar Garces - 311 3300643 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Los Parras | Observaciones: Pre aislada para empalme a redes existentes, Proyecto PA_N-170. Empalme a red de  200 mm PVC IPID 2667721, empalme a red de 150 mm PVC IPID 9087986. Ejecutor: SANEAR S.A. Auxiliar: Edgar Alonso Gonzalez- 301 3817705. (G.C:0).",Picacho (Medellin).,SANEAR S.A.,IVR
Alto,Villa Del Socorro,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,18940,Medellín,"Municipio de Medellín: De CL 92 hasta CL 93F entre CR 55 y CR 55A; De CL 93F hasta CL 98 entre CR 52 y CR 52A; De CL 97A hasta CL 102 entre CR 50 y CR 52; De CL 102 hasta CL 105AA entre CR 48 y CR 52; De CL 105AA hasta CL 109 entre CR 50 y CR 52; De CL 109 hasta CL 120 entre CR 50B y CR 52; De CL 120 hasta CL 126 entre CR 50BB y CR 54. 
Municipio de  Bello: De CL 20D hasta CL 20FF entre CR 42D y CR 45; De Cr 45 entre CL 22D y CL 30C",Jorge Humberto Marin Posada,05/06/2020 3:00,05/05/2020 21:00,05/06/2020 3:00,6,ABIERTA,04/30/2020 12:00:00 AM,"Instalaciones afectadas: 13290 | Motivo: Lavado de tanque | Rango Aproximado: Municipio de Medellín: De CL 92 hasta CL 93F entre CR 55 y CR 55A; De CL 93F hasta CL 98 entre CR 52 y CR 52A; De CL 97A hasta CL 102 entre CR 50 y CR 52; De CL 102 hasta CL 105AA entre CR 48 y CR 52; De CL 105AA hasta CL 109 entre CR 50 y CR 52; De CL 109 hasta CL 120 entre CR 50B y CR 52; De CL 120 hasta CL 126 entre CR 50BB y CR 54. 
Municipio de  Bello: De CL 20D hasta CL 20FF entre CR 42D y CR 45; De Cr 45 entre CL 22D y CL 30C | Responsable: John Jairo Osorio Jiménez - 380 73 17 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Villa Del Socorro | Observaciones: Lavado del tanque Villa de Socorro. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=5).",SAN ISIDRO (MEDELLIN);PALERMO; LA ROSA;SANTA CRUZ (MEDELLIN);MORAVIA;ZAMORA;PLAYON DE LOS COMUNEROS;LA FRONTERA;PABLO VI;LA FRANCIA;ANDALUCIA (MEDELLIN);VILLA NIZA;AREA SIN DLLO COM 06 BELLO;MOSCU NO. 1;LA GABRIELA;ACEVEDO;VILLA DEL SOCORRO,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Las Brujas,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,18280,Envigado,De CL 48B SUR hasta CL 48 SUR entre CR 39B y CR 39D; De CL 46C SUR hasta CL 48SUR entre CR 39 y CR 39D; De CL 46 SUR hasta CL 46DD SUR entre CR 37 y CR 39; De CR 39D entre CL 45A SUR y CL 45E SUR; De CL 41A SUR hasta CL 39 SUR entre CR 27 y CR 39; De CL 39 SUR hasta CL 37 SUR entre CR 29A y CR 43; De CL 37B SUR hasta DG 33 entre CR 28 y DG 34D SUR; De TV 36A SUR hasta TV 34B SUR entre DG 29 y Dg 31; De DG 30 hasta DG 31 entre TV 33A SUR y TV 32A SUR,Jorge Humberto Marin Posada,05/07/2020 3:00,05/06/2020 21:00,05/07/2020 3:00,6,ABIERTA,04/30/2020 12:00:00 AM,"Instalaciones afectadas: 16506 | Motivo: Lavado de tanque | Rango Aproximado: De CL 48B SUR hasta CL 48 SUR entre CR 39B y CR 39D; De CL 46C SUR hasta CL 48SUR entre CR 39 y CR 39D; De CL 46 SUR hasta CL 46DD SUR entre CR 37 y CR 39; De CR 39D entre CL 45A SUR y CL 45E SUR; De CL 41A SUR hasta CL 39 SUR entre CR 27 y CR 39; De CL 39 SUR hasta CL 37 SUR entre CR 29A y CR 43; De CL 37B SUR hasta DG 33 entre CR 28 y DG 34D SUR; De TV 36A SUR hasta TV 34B SUR entre DG 29 y Dg 31; De DG 30 hasta DG 31 entre TV 33A SUR y TV 32A SUR | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Las Brujas | Observaciones: Lavado del tanque Las Brujas. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=5).",LA PRADERA (ENVIGADO);EL DORADO (ENVIGADO);URIBE ANGEL;OBRERO;LA SEBASTIANA;LOS NARANJOS (ENVIGADO);ZONA CENTRO;MESA;LA INMACULADA;LAS FLORES;LA MAGNOLIA;LA PAZ;EL TRIANON;LAS ANTILLAS;SAN JOSE (ENVIGADO);LOMA DE LAS BRUJAS;LA MINA;EL CHINGUI;EL SALADO (ENVIGADO);SAN RAFAEL,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Piñuela,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,24760,Medellín,De CL 77 hasta CL 86 entre CR 49 y CR 52; DE CL 77 hasta CL 91 entre CR 52B y CR 62; De CL 85 hasta CL 91 entre CR 49 y CR 52; De CL 91 hasta CL 96 entre CR 50A y CR 54; De CL 96 hasta CL 97A entre CR 50B y CR 52,Jorge Humberto Marin Posada,05/08/2020 3:00,05/07/2020 21:00,05/08/2020 3:00,6,ABIERTA,04/30/2020 12:00:00 AM,"Instalaciones afectadas: 21210 | Motivo: Lavado de tanque | Rango Aproximado: De CL 77 hasta CL 86 entre CR 49 y CR 52; DE CL 77 hasta CL 91 entre CR 52B y CR 62; De CL 85 hasta CL 91 entre CR 49 y CR 52; De CL 91 hasta CL 96 entre CR 50A y CR 54; De CL 96 hasta CL 97A entre CR 50B y CR 52 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Piñuela | Observaciones: Lavado del tanque Piñuela. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=3).",BRASILIA;SAN ISIDRO (MEDELLIN);PALERMO;LA ROSA;MIRANDA;ARANJUEZ;BERMEJAL - LOS ALAMOS;LA PINUELA;MORAVIA,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Aures 2,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,266,Medellín,De CL 79BB hasta CL 87 entre CR 96 Y CR 98,Jorge Humberto Marin Posada,05/08/2020 12:00,05/08/2020 9:00,05/08/2020 12:00,3,ABIERTA,04/30/2020 12:00:00 AM,"Instalaciones afectadas: 218 | Motivo: Lavado de tanque | Rango Aproximado: De CL 79BB hasta CL 87 entre CR 96 Y CR 98 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Aures 2 | Observaciones: Lavado del tanque Aures 2. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",AURES NO. 2,Ingeniería Total Ltda.,IVR
Bajo,Picacho,Agua,Mantenimiento,Unidad Operación Mantenimiento Provisión Aguas,515,Medellín,De CR80 hasta CR83 AC entre CL94 AD y CL 96 B,Jorge Andrés Lora Hoyos,08/19/2020 05:00:00 PM,08/19/2020 02:00:00 PM,08/19/2020 05:00:00 PM,3,ABIERTA,08/10/2020 0:00,"Instalaciones afectadas: 515 | Motivo: Preaislada | Rango Aproximado: De CR80 hasta CR83 AC entre CL94 AD y CL 96 B | Responsable: Riqueymer Omar Garces - 311 3300643 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Picacho | Observaciones: Pre aislada para empalme a redes existentes, Proyecto PA_N-170. Empalme a red de  200 mm PVC IPID 2667721, empalme a red de 150 mm PVC IPID 9087986. Ejecutor: SANEAR S.A. Auxiliar: Edgar Alonso Gonzalez- 301 3817705. (G.C:0).",Picacho (Medellin).,SANEAR S.A.,IVR
Bajo,Pedregal Alto,Agua,Preventivo,Unidad Operación Mantenimiento Provisión Aguas,346,Medellín,De CL 64 hasta CL 69 entre CR 121 y CR 129A,Jorge Humberto Marin Posada,08/20/2020 03:00:00 PM,08/20/2020 10:00:00 AM,08/20/2020 03:00:00 PM,5,ABIERTA,08/10/2020 0:00,"Instalaciones afectadas: 346 | Motivo: Lavado de tanque | Rango Aproximado: De CL 64 hasta CL 69 entre CR 121 y CR 129A | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Pedregal Alto | Observaciones: Lavado del tanque Pedregal Alto. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",PEDREGAL ALTO,Ingeniería Total Ltda.,IVR
Bajo,San Esteban,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,221,Girardota,RURAL 177000212500000102 hasta 177000212150000101 PARCELACION LIMONAR entre RURAL 177000509408000201 Y RURAL177000224660000000; De RURAL 177000653970000001 entre RURAL 177000227900000000 Girardota y RURAL 178001736000000000 BARBOSA,Jorge Humberto Marin Posada,05/12/2020 2:00,05/11/2020 21:00,05/12/2020 2:00,5,ABIERTA,05/06/2020 0:00,"Instalaciones afectadas: 221 | Motivo: Lavado de tanque | Rango Aproximado: RURAL 177000212500000102 hasta 177000212150000101 PARCELACION LIMONAR entre RURAL 177000509408000201 Y RURAL177000224660000000; De RURAL 177000653970000001 entre RURAL 177000227900000000 Girardota y RURAL 178001736000000000 BARBOSA | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: San Esteban | Observaciones: Lavado del tanque San Esteban. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=5).",SAN ANTONIO (GIRARDOTA);SAN ANDRES (GIRARDOTA),Ingeniería Total Ltda.,Volantes
Bajo,Palenque,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",304,Medellín,De CL52 B hasta CL57 entre CR80 y CR 82,Julio César Rúa Arango,05/13/2020 03:00:00 AM,05/12/2020 20:00,05/13/2020 03:00:00 AM,7,ABIERTA,05/07/2020 0:00,"Instalaciones afectadas: 304 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL52 B hasta CL57 entre CR80 y CR 82 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Palenque | Observaciones: Ejecución de tres empalmes de 3” y 12” IPID 2581057-9211748. Ejecutor: Contratista: Consorcio Redes Iguaná. Auxiliar: Saúl Ferraro, celular: 3166307431(G.C:0).",FERRINI,Consorcio Redes Iguaná.,Volantes
Alto,El Rodeo,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,20340,Medellín,"Municipio Medellin: De CL 15B SUR hasta CL  9 SUR entre CR 52 y CR 55; De CL 9 SUR entre CR 55 y CR 70; De CL 9 SUR entre CR 55 y CR 70; CL 5 SUR hasta CL 3 SUR entre CR 81A y CR 75DA; De CL 3 SUR hasta CL 2 SUR entre CR 79 y CR 79C; De CL 3A SUR hasta CL 2 SUR entre CR 79 y CR 75DA; De CR 75DA hasta CR 82 entre CL 2 SUR y CL 1; De CL 1 a CL 2B entre CR 75CC y CR 82; De CL 2B hasta CL 4 entre CR 75D y CR 81; De CL 4 hasta CL 4F entre CR 78BB y CR 80; De CL 3A hasta CL 6 entre CR 75D y CR 76A; CL 1 SUR hasta CL 5 entre CR 75BA y CR 75D
Municipio Itagui: De CR 55 hasta CR 58 entre CL 78 y CL 86A",Jorge Humberto Marin Posada,05/13/2020 03:00:00 AM,05/12/2020 21:00,05/13/2020 03:00:00 AM,6,ABIERTA,05/08/2020 0:00,"Instalaciones afectadas: 20340 | Motivo: Lavado de tanque | Rango Aproximado: Municipio Medellin: De CL 15B SUR hasta CL  9 SUR entre CR 52 y CR 55; De CL 9 SUR entre CR 55 y CR 70; De CL 9 SUR entre CR 55 y CR 70; CL 5 SUR hasta CL 3 SUR entre CR 81A y CR 75DA; De CL 3 SUR hasta CL 2 SUR entre CR 79 y CR 79C; De CL 3A SUR hasta CL 2 SUR entre CR 79 y CR 75DA; De CR 75DA hasta CR 82 entre CL 2 SUR y CL 1; De CL 1 a CL 2B entre CR 75CC y CR 82; De CL 2B hasta CL 4 entre CR 75D y CR 81; De CL 4 hasta CL 4F entre CR 78BB y CR 80; De CL 3A hasta CL 6 entre CR 75D y CR 76A; CL 1 SUR hasta CL 5 entre CR 75BA y CR 75D
Municipio Itagui: De CR 55 hasta CR 58 entre CL 78 y CL 86A | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: El Rodeo | Observaciones: Lavado del tanque El Rodeo. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=14).",COLINAS DEL SUR;EL RINCON;LA MOTA;EL RODEO;SANTA MARIA 3;LA COLINA;LA HONDONADA;DIEGO ECHAVARRIA;LA LOMA DE LOS BERNAL;PARQUE JUAN PABLO II,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,El Noral,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,581,Copacabana,De CL 65 hasta CL 104 entre CR 23A y CR 47; De  16908133060000000000 hasta  169081511800000000; De  169085350000000000 hasta  169085580000000000; De  169085700000000000 hasta  169086320000000000; De  169087620000000000 hasta  169087985000000000; De  169087880300000000 hasta  169088210000000000,Jorge Humberto Marin Posada,05/14/2020 02:00:00 AM,05/13/2020 09:00:00 PM,05/14/2020 02:00:00 AM,5,ABIERTA,05/06/2020 0:00,"Instalaciones afectadas: 581 | Motivo: Lavado de tanque | Rango Aproximado: De CL 65 hasta CL 104 entre CR 23A y CR 47; De  16908133060000000000 hasta  169081511800000000; De  169085350000000000 hasta  169085580000000000; De  169085700000000000 hasta  169086320000000000; De  169087620000000000 hasta  169087985000000000; De  169087880300000000 hasta  169088210000000000 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: El Noral | Observaciones: Lavado del tanque El Noral. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",COPACABANA (FICTICIO),Ingeniería Total Ltda.,IVR
Alto,Yulimar,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,6372,Bello,De CR 68 hasta CR 68E entre CL 59A y CL 59D; De CL 67 hasta CL 65 entre CR 66 y CR 68C; De CR 63B hasta CR 65 entre CL 62 y CL 70; De CL 69B hasta CL 77 entre CR 62B y CR 66; De CL 77 hasta CL 81 entre CR 63A y CR 66; De CL 80 hasta CL 81C entre CR 65A y CR RURAL 168062477900000000 EL PINAR,Jorge Humberto Marin Posada,05/14/2020 03:00:00 PM,05/14/2020 09:00:00 AM,05/14/2020 03:00:00 PM,6,ABIERTA,05/06/2020 0:00,"Instalaciones afectadas: 6372 | Motivo: Lavado de tanque | Rango Aproximado: De CR 68 hasta CR 68E entre CL 59A y CL 59D; De CL 67 hasta CL 65 entre CR 66 y CR 68C; De CR 63B hasta CR 65 entre CL 62 y CL 70; De CL 69B hasta CL 77 entre CR 62B y CR 66; De CL 77 hasta CL 81 entre CR 63A y CR 66; De CL 80 hasta CL 81C entre CR 65A y CR RURAL 168062477900000000 EL PINAR | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Yulimar | Observaciones: Lavado del tanque Yulimar. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",BELLAVISTA (BELLO);PACHELLY;SAN GABRIEL (BELLO);PLAYA RICA (BELLO);PRIMAVERA (BELLO);URAPANES;SAN MARTIN;VILLA DEL SOL,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Pedregal,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,1479,Medellín,De CL88 hasta CL94 entre CR75 y CR 78,Julio César Rúa Arango,05/14/2020 05:00:00 PM,05/14/2020 02:00:00 PM,05/14/2020 05:00:00 PM,3,ABIERTA,05/06/2020 0:00,"Instalaciones afectadas: 1479 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL88 hasta CL94 entre CR75 y CR 78 | Responsable: Diana Marcela Giraldo Jiménez - 3148646725 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Pedregal | Observaciones: PREAISLADA para programar empalmes sobre redes de 3” y 8” con IPID 2661990-2661998. Ejecutor: contratista: SANEAR S.A. Auxiliar: Edgar Alonso González, Celular: 3014303397 (GC:0).","KENNEDY, LA ESPERANZA, SAN MARTÍN DE PORRES",SANEAR S.A.,IVR
Bajo,Ana Díaz,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,381,Medellín,De CL 34AC hasta CL 34C entre CR 125 y CR 133,Jorge Humberto Marin Posada,05/15/2020 11:00:00 AM,05/15/2020 09:00:00 AM,05/15/2020 11:00:00 AM,2,ABIERTA,05/06/2020 0:00,"Instalaciones afectadas: 381 | Motivo: Lavado de tanque | Rango Aproximado: De CL 34AC hasta CL 34C entre CR 125 y CR 133 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Ana Díaz | Observaciones: Lavado del tanque Ana Díaz. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",NUEVOS CONQUISTADORES,Ingeniería Total Ltda.,IVR
Bajo,Palenque,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",904,Medellín,De CL63 hasta CL65 B entre CR80 A y CR 85,Julio César Rúa Arango,05/20/2020 05:00:00 AM,05/19/2020 08:00:00 PM,05/20/2020 05:00:00 AM,9,ABIERTA,05/11/2020 0:00,"Instalaciones afectadas: 904 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL63 hasta CL65 B entre CR80 A y CR 85 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Palenque | Observaciones: Construcción de  Cuatro empalmes en redes de 3” y 4” a PEAD de 160 mm con IPID 9776180-9439814-2631059-9243046. Ejecutor: Contratista: Consorcio Redes Iguaná. Afecta VRP # 13006. Auxiliar: Mariana Figueroa, celular: 3013407749 (G.C:0).",ROBLEDO,Consorcio Redes Iguaná.,IVR
